"","X.1","X","ID","NameOfPDF","Author","DOI","CodingFinished","Screener","Extracter","DataExtracted","Extraction.Suitable","ExtractionComments","Sampled_Soil_Available_notpH","FullyFactorial","SpatialExtent.km2.","Country","Season.s.","ExperimentObservation","Method","LandUse","LandIntensification","HabitatLossFragmentation","Climate","Pollution","InvasiveSpp","NutrientEnrichment","PollutionSource","OtherBiodiversity","EcosystemFunction","Case_ID","CaseDescription","Latitude","Longitude","SamplingDuration_months","SoilPH","PollutionType","PollutantClass","PollutionName","SecondaryPollution","TreatmentDescription","Control_absValue","Control_absValueUnit","Treatment_absValue","Treatment_absValueUnit","TaxaGroup","TaxaBodysize","Control_mean","Control_SD","Control_N","Treatment_mean","Treatment_SD","Treatment_N","Measurement","MeasurementUnits","Error","Data_Source","System","ColdDrySystems","WetlandSystems","AgricultureType","Tillage","WoodyType","WoodyUse","Grassland","Agroforestry","ArtificialSystem","SystemComments","SamplingMethod","GeneralComments","TaxonomicResolutionRichness","TaxaGroupings","LongTerm","RecommendedDose","PollutantClass1","PesticideType","Neonicotinoid","SeedCoating","MultiSubstanceWithInsecticide","PollutionNameCorrected","Comments","TaxaGroupGSBA","BodySizeCat","BiodivMetric","RecommendedRate","LongTerm2","RepeatedApplication","TemporalExtent","ES","VarES","Control_SD_approx","Treatment_SD_approx","ES2","VarES2"
"162",162,562,1555,"Al-Assiuty_2014_Science of the Total Environment","Al-Assiuty","10.1016/j.scitotenv.2013.07.063",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Egypt","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1555_1","pesticide 1, abdc","30d49m14.62sN","31d7m11.06sE",NA,"7.5","Pesticides","Fungicide","Metalaxyl, Copper oxychloride","No","Metalaxyl (15%),Copper oxychloride (32%) application rate (kg ai/ha) vs control plots sprayed with water, repeated applications",0,"kg/ha","0.21;0.50","kg/ha","Oribatid mites","Micro-arthropods",2785,2602,4,3262,3486,4,"Abundance","ind/m2","SE","T2","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cucumber",NA,NA,"species",NA,"3 months","at recommended rate","Fungicide","MultiSubstance","no","no","no","Cu; metalaxyl","Copper oxychloride c'est idem que Cu","Acari","Mesofauna","Abundance","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",0.134702650390599,0.501134050251391,2602,3486,0.134702650390599,0.501134050251391
"163",163,563,1555,"Al-Assiuty_2014_Science of the Total Environment","Al-Assiuty","10.1016/j.scitotenv.2013.07.063",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Egypt","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1555_4","pesticide 1, simpson","30d49m14.62sN","31d7m11.06sE",NA,"7.5","Pesticides","Fungicide","Metalaxyl, Copper oxychloride","No","Metalaxyl (15%),Copper oxychloride (32%) application rate (kg ai/ha) vs control plots sprayed with water, repeated applications",0,"kg/ha","0.21;0.50","kg/ha","Oribatid mites","Micro-arthropods",4.35446009389671,NA,4,2.15962441314554,NA,4,"Simpson","unitless",NA,"F3","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cucumber",NA,NA,"species",NA,"3 months","at recommended rate","Fungicide","MultiSubstance","no","no","no","Cu; metalaxyl","Copper oxychloride c'est idem que Cu","Acari","Mesofauna","Diversity indices","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",NA,NA,NA,NA,NA,NA
"164",164,564,1555,"Al-Assiuty_2014_Science of the Total Environment","Al-Assiuty","10.1016/j.scitotenv.2013.07.063",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Egypt","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1555_9","pesticide 2 simpson equitability","30d49m14.62sN","31d7m11.06sE",NA,"7.5","Pesticides","Fungicide","Mancozeb ethylene-bisdithiocarbamate, Manganese, Zinc","No","Mancozeb ethylene-bisdithiocarbamate (62%), Manganese (16%), Zinc (2%) application rate (kg ai/ha) vs control plots sprayed with water, repeated applications",0,"kg/ha","1.77;0.46;0.06","kg/ha","Oribatid mites","Micro-arthropods",0.481220657276995,NA,4,0.316901408450704,NA,4,"Simpson Equitability","unitless",NA,"F3","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cucumber",NA,NA,"species",NA,"3 months","at recommended rate","Fungicide","Fungicide","no","no","no","ethylene-bis-dithiocarbamate","Mancozeb is the formulation with ethylene-bis-dithiocarbamate + manganese + zinc donc pour moi c'est pas MultiSubstance c'est juste une formulation (j'ai changé en fungicide)","Acari","Mesofauna","Evenness indices","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",NA,NA,NA,NA,NA,NA
"165",165,565,1555,"Al-Assiuty_2014_Science of the Total Environment","Al-Assiuty","10.1016/j.scitotenv.2013.07.063",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"100m-1km","Egypt","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1555_10","pesticide 2 shannon equitatbility","30d49m14.62sN","31d7m11.06sE",NA,"7.5","Pesticides","Fungicide","Mancozeb ethylene-bisdithiocarbamate, Manganese, Zinc","No","Mancozeb ethylene-bisdithiocarbamate (62%), Manganese (16%), Zinc (2%) application rate (kg ai/ha) vs control plots sprayed with water, repeated applications",0,"kg/ha","1.77;0.46;0.06","kg/ha","Oribatid mites","Micro-arthropods",0.715962441314554,NA,4,0.584507042253521,NA,4,"Shannon Equitability","unitless",NA,"F3","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cucumber",NA,NA,"species",NA,"3 months","at recommended rate","Fungicide","Fungicide","no","no","no","ethylene-bis-dithiocarbamate","Mancozeb is the formulation with ethylene-bis-dithiocarbamate + manganese + zinc donc pour moi c'est pas MultiSubstance c'est juste une formulation (j'ai changé en fungicide)","Acari","Mesofauna","Evenness indices","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",NA,NA,NA,NA,NA,NA
"166",166,612,1814,"Parfitt_2010_Applied Soil Ecology","Parfitt","10.1016/j.apsoil.2010.03.010",TRUE,"Lea","Lea","Yes","yes-some drivers","only pesticide and nutrient extracted: not sure if there is a grazing case, as two farms with different grazing stock densities are compared, but they also differ in fertilization levels",FALSE,FALSE,"100m-1km","New Zealand","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Agricultural/livestock","plants,microbes","none","b","farm HF","40d18mS","175d50E",0,"5.6","Pesticides","Herbicide","MCPA, mecoprop, dicamba","Yes","experiment comparing herbicide application to control plot on minifarms; long term (several years); multiple applications",0,"ml herbicide/L","13.0","ml herbicide/L","Nematodes",NA,2.72147651006711,NA,5,2.61968680089485,NA,5,"Shannon","unitless",NA,"F5","Grassland",NA,NA,NA,NA,NA,NA,"Grazed",NA,NA,NA,NA,NA,"species",NA,"long term (several years)","probably at recommended rate","Herbicide","MultiSubstance","no","no","no","MCPA; MCPP; dicamba","MCPA = acide 2-méthyl-4-chlorophénoxyacétique, MCPP = acide méthylchlorophénoxypropionique, Dicamba = 3,6-dichloro-2-methoxybenzoic acid","Nematodes","Microfauna","Diversity indices",NA,"several years (1 < x =< 5 )","multiple","years",NA,NA,0.67247651823073,0.647324293340062,-0.139216808230039,0.400969065984688
"167",167,613,1814,"Parfitt_2010_Applied Soil Ecology","Parfitt","10.1016/j.apsoil.2010.03.010",TRUE,"Lea","Lea","Yes","yes-some drivers","only pesticide and nutrient extracted: not sure if there is a grazing case, as two farms with different grazing stock densities are compared, but they also differ in fertilization levels",FALSE,FALSE,"100m-1km","New Zealand","Spring","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Agricultural/livestock","plants,microbes","none","a","farm LF","40d18mS","175d50E",0,"5.3","Pesticides","Herbicide","MCPA, mecoprop, dicamba","Yes","experiment comparing herbicide application to control plot on minifarms; long term (several years); multiple applications",0,"ml herbicide/L","13.0","ml herbicide/L","Nematodes",NA,2.51230425055928,NA,5,2.29082774049217,NA,5,"Shannon","unitless",NA,"F5","Grassland",NA,NA,NA,NA,NA,NA,"Grazed",NA,NA,NA,NA,NA,NA,NA,"long term (several years)","probably at recommended rate","Herbicide","MultiSubstance","no","no","no","MCPA; MCPP; dicamba","MCPA = acide 2-méthyl-4-chlorophénoxyacétique, MCPP = acide méthylchlorophénoxypropionique, Dicamba = 3,6-dichloro-2-methoxybenzoic acid","Nematodes","Microfauna","Diversity indices",NA,"several years (1 < x =< 5 )","multiple","years",NA,NA,0.620790078070785,0.566063259077903,-0.336546011151654,0.405663160881104
"168",168,614,1849,"Pen-Mouratov_2005_Nematology","Pen-Mouratov","10.1163/1568541054879476",TRUE,"Lise","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"0-100m","Israel",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1849_4","Edigan evenness","30d47mN","34d46mE",0,NA,"Pesticides","Insecticide","metham-sodium","No","10 l of Edigan biocide at 3.5 ppm applied to each sub-plot (1m2) single application",0,"l/m2","10.0","l/m2","Nematodes",NA,0.8025,NA,4,0,NA,4,"Evenness","unitless",NA,"F1","Cold/Dry","Desert",NA,NA,NA,"Shrub",NA,NA,NA,NA,NA,NA,NA,"genus",NA,"1 year","at recommended rate","Insecticide","BroadSpectrum","no","no","no","metham sodium","Classé plus haut dans les BroadSpectrum... Fongicide, Nématicide, Herbicide, Insecticide","Nematodes","Microfauna","Evenness indices","at recommended rate","several months (3 < x < 12)","single","months",NA,NA,NA,NA,NA,NA
"169",169,615,1849,"Pen-Mouratov_2005_Nematology","Pen-Mouratov","10.1163/1568541054879476",TRUE,"Lise","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"0-100m","Israel",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1849_3","Edigan shannon","30d47mN","34d46mE",0,NA,"Pesticides","Insecticide","metham-sodium","No","10 l of Edigan biocide at 3.5 ppm applied to each sub-plot (1m2) single application",0,"l/m2","10.0","l/m2","Nematodes",NA,1.30843373493975,NA,4,0.00722891566264983,NA,4,"Shannon","unitless",NA,"F1","Cold/Dry","Desert",NA,NA,NA,"Shrub",NA,NA,NA,NA,NA,NA,NA,"genus",NA,"1 year","at recommended rate","Insecticide","BroadSpectrum","no","no","no","metham sodium","Classé plus haut dans les BroadSpectrum... Fongicide, Nématicide, Herbicide, Insecticide","Nematodes","Microfauna","Diversity indices","at recommended rate","several months (3 < x < 12)","single","months",NA,NA,0.323313818492674,0.00178626419056708,-4.94382323805504,2.02758676307081
"170",170,616,1849,"Pen-Mouratov_2005_Nematology","Pen-Mouratov","10.1163/1568541054879476",TRUE,"Lise","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"0-100m","Israel",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1849_2","Nemacur evenness","30d47mN","34d46mE",0,NA,"Pesticides","Insecticide","fenamiphos","No","10l of Nemacur 400 ppm applied to each sub-plot, single application",0,"l/m2","10.0","l/m2","Nematodes",NA,0.8025,NA,4,0.29625,NA,4,"Evenness","unitless",NA,"F1","Cold/Dry","Desert",NA,NA,NA,"Shrub",NA,NA,NA,NA,NA,NA,NA,"genus",NA,"1 year","at recommended rate","Insecticide","Insecticide","no","no","no","fenamiphos","famille organophosphates","Nematodes","Microfauna","Evenness indices","at recommended rate","several months (3 < x < 12)","single","months",NA,NA,NA,NA,NA,NA
"171",171,617,1849,"Pen-Mouratov_2005_Nematology","Pen-Mouratov","10.1163/1568541054879476",TRUE,"Lise","Lea","Yes","yes-all drivers",NA,TRUE,FALSE,"0-100m","Israel",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1849_1","Nemacur shannon","30d47mN","34d46mE",0,NA,"Pesticides","Insecticide","fenamiphos","No","10l of Nemacur 400 ppm applied to each sub-plot, single application",0,"l/m2","10.0","l/m2","Nematodes",NA,1.30843373493975,NA,4,0.202409638554216,NA,4,"Shannon","unitless",NA,"F1","Cold/Dry","Desert",NA,NA,NA,"Shrub",NA,NA,NA,NA,NA,NA,NA,"genus",NA,"1 year","at recommended rate","Insecticide","Insecticide","no","no","no","fenamiphos","famille organophosphates","Nematodes","Microfauna","Diversity indices","at recommended rate","several months (3 < x < 12)","single","months",NA,NA,0.323313818492674,0.0500153973358834,-4.15291617517008,1.57791954737433
"172",172,626,1877,"Osler_2001_Applied Soil Ecology","Osler","10.1016/s0929-1393(00)00127-x",TRUE,"Lea","Lea","Yes","yes-some drivers","not climate change, as normal flooding (Helen)",FALSE,FALSE,"0-100m","Australia","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","1877_1","microarthropods","29d2mS","149d54mE",0,NA,"Pesticides","Insecticide","endosulfan","No","endosulfan application simulating a flood event with contaminated water (tailwater), concentraiton in the range of commonly found tailwater from cotton agriculture",0,"µg/l","10.0","µg/l","Micro-arthropods","Micro-arthropods",43.3682373472949,18.5849023159426,7,32.9842931937173,12.1205884669188,7,"Abundance","individuals","SE",NA,"Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"eucalypt floodplain soil on a cotton farm",NA,NA,NA,NA,"short term","concentration found in real world (upper hand)","Insecticide","Insecticide","no","no","no","endosulfan","interdit dans plus de 80 pays!","Micro-arthropods","Mesofauna","Abundance",NA,"several days (=< 30)","single","days/weeks",-0.619452594469041,0.299418625599801,18.5849023159426,12.1205884669188,-0.619452594469041,0.299418625599801
"173",173,633,2017,"Carrascosa_2015_Nematology","Carrascosa","10.1163/15685411-00002849",TRUE,"Sandhya, Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"NA (lab experiment)","Spain",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","one","2017_1","abundance in pine forest soil, pesticide 1",NA,NA,4,"6.08","Pesticides","Insecticide","fenamiphos","No","fenamiphos (40% w/v) single application to microcosms",0,"l/ha","121.0","l/ha","Nematodes",NA,534.29,350.481294793317,20,410.71,284.204239940223,20,"Abundance","ind/100 g soil","SE","T1","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soil originally from a pine forest, put in microcosm to grow tomato",NA,NA,NA,NA,"17 weeks after treatment","at recommended rate","Insecticide","Insecticide","no","no","no","fenamiphos","famille organophosphates","Nematodes","Microfauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",-0.379611622983832,0.101801312303805,350.481294793317,284.204239940223,-0.379611622983832,0.101801312303805
"174",174,634,2017,"Carrascosa_2015_Nematology","Carrascosa","10.1163/15685411-00002849",TRUE,"Sandhya, Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"NA (lab experiment)","Spain",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","one","2017_5","richness in pine forest soil, pesticide 1",NA,NA,0,"6.08","Pesticides","Insecticide","fenamiphos","No","fenamiphos (40% w/v) single application to microcosms",0,"l/ha","121.0","l/ha","Nematodes",NA,7.75,1.7,4,8.5,2.64,4,"TaxaRichness","richness","SE","T3 and T4","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soil originally from a pine forest, put in microcosm to grow tomato",NA,NA,"genus or family",NA,"17 weeks after treatment","at recommended rate","Insecticide","Insecticide","no","no","no","fenamiphos","famille organophosphates","Nematodes","Microfauna","Richness","at recommended rate","several months (3 < x < 12)","single","months",0.293413290421516,0.505380709937249,1.7,2.64,0.293413290421516,0.505380709937249
"175",175,635,2017,"Carrascosa_2015_Nematology","Carrascosa","10.1163/15685411-00002849",TRUE,"Sandhya, Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"NA (lab experiment)","Spain",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","one","2017_2","abundance in farm soil, pesticide 1",NA,NA,4,"6.06","Pesticides","Insecticide","fenamiphos","No","fenamiphos (40% w/v) single application to microcosms",0,"kg/ha","40.0","kg/ha","Nematodes",NA,318.54,453.698192634707,20,118.62,141.945595211687,20,"Abundance","ind/100 g soil","SE","T1","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soil originally from a farm, put in microcosm to grow tomato",NA,NA,NA,NA,"17 weeks after treatment","at recommended rate","Insecticide","Insecticide","no","no","no","fenamiphos","famille organophosphates","Nematodes","Microfauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",-0.582909388059469,0.104247291933598,453.698192634707,141.945595211687,-0.582909388059469,0.104247291933598
"176",176,636,2017,"Carrascosa_2015_Nematology","Carrascosa","10.1163/15685411-00002849",TRUE,"Sandhya, Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"NA (lab experiment)","Spain",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","one","2017_3","abundance in pine forest soil, pesticide 2",NA,NA,4,"6.08","Pesticides","Insecticide","oxamyl","No","oxamyl (10% w/w) single application to microcosms",0,"l/ha","121.0","l/ha","Nematodes",NA,534.29,350.481294793317,20,545.03,648.817484351339,20,"Abundance","ind/100 g soil","SE","T1","Woody",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soil originally from a pine forest, put in microcosm to grow tomato",NA,NA,NA,NA,"17 weeks after treatment","at recommended rate","Insecticide","Insecticide","no","no","no","oxamyl","aussi en traitement du sol contre les nematodes, et acaricide aussi","Nematodes","Microfauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",0.0201871109767582,0.10000509399312,350.481294793317,648.817484351339,0.0201871109767582,0.10000509399312
"177",177,637,2017,"Carrascosa_2015_Nematology","Carrascosa","10.1163/15685411-00002849",TRUE,"Sandhya, Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"NA (lab experiment)","Spain",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","one","2017_4","abundance in farm soil, pesticide 2",NA,NA,4,"6.06","Pesticides","Insecticide","oxamyl","No","oxamyl (10% w/w) single application to microcosms",0,"kg/ha","40.0","kg/ha","Nematodes",NA,318.54,453.698192634707,20,150.85,117.751339695139,20,"Abundance","ind/100 g soil","SE","T1","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soil originally from a farm, put in microcosm to grow tomato",NA,NA,NA,NA,"17 weeks after treatment","at recommended rate","Insecticide","Insecticide","no","no","no","oxamyl","aussi en traitement du sol contre les nematodes, et acaricide aussi","Nematodes","Microfauna","Abundance","at recommended rate","several months (3 < x < 12)","single","months",-0.495877943021301,0.103073686679688,453.698192634707,117.751339695139,-0.495877943021301,0.103073686679688
"178",178,638,2017,"Carrascosa_2015_Nematology","Carrascosa","10.1163/15685411-00002849",TRUE,"Sandhya, Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"NA (lab experiment)","Spain",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","one","2017_8","richness in farm soil, pesticide 2",NA,NA,0,"6.06","Pesticides","Insecticide","oxamyl","No","oxamyl (10% w/w) single application to microcosms",0,"kg/ha","40.0","kg/ha","Nematodes",NA,5.5,1.3,4,6,2,4,"TaxaRichness","richness","SE","T3 and T4","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soil originally from a farm, put in microcosm to grow tomato",NA,NA,"genus or family",NA,"17 weeks after treatment","at recommended rate","Insecticide","Insecticide","no","no","no","oxamyl","aussi en traitement du sol contre les nematodes, et acaricide aussi","Nematodes","Microfauna","Richness","at recommended rate","several months (3 < x < 12)","single","months",0.257490990305297,0.504143850630525,1.3,2,0.257490990305297,0.504143850630525
"179",179,639,2017,"Carrascosa_2015_Nematology","Carrascosa","10.1163/15685411-00002849",TRUE,"Sandhya, Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"NA (lab experiment)","Spain",NA,"Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","one","2017_6","richness in farm soil, pesticide 1",NA,NA,0,"6.06","Pesticides","Insecticide","fenamiphos","No","fenamiphos (40% w/v) single application to microcosms",0,"kg/ha","40.0","kg/ha","Nematodes",NA,5.5,1.3,4,5,0.82,4,"TaxaRichness","richness","SE","T3 and T4","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soil originally from a farm, put in microcosm to grow tomato",NA,NA,"genus or family",NA,"17 weeks after treatment","at recommended rate","Insecticide","Insecticide","no","no","no","fenamiphos","famille organophosphates","Nematodes","Microfauna","Richness","at recommended rate","several months (3 < x < 12)","single","months",-0.399614698340312,0.509980744195601,1.3,0.82,-0.399614698340312,0.509980744195601
